doi,title,date,type,is_oa,oa_status,cited_by,ml_score,bd_score,survey,authors,abstract_snippet
10.1186/s40537-025-01301-8,FCASR: a feature and content-aware service recommender for personalized hotel recommendations using big data,2025-11-21,article,True,gold,0,4,8,0,Saad Saeed; Zareen Alamgir,"Recommendation systems play a crucial role in the tourism industry, helping users navigate the overwhelming amount of available information. The existing hotel recommendation platforms often overlook personalized user preferences, leading to generic suggestions. This research pre"
10.1186/s40537-026-01363-2,HGB-CBSNet: hybrid gradient boosting based coot bird search network for solid waste classification in IoT-enabled smart waste management system,2026-02-18,article,True,gold,0,10,2,0,Prashant Kumar Shukla; K. S. Nandini Prasad; Bala Dhandayuthapani Veerasamy; Noha Alduaiji; Piyush Kumar Shukla; Syed Abid Hussain,"The internet of things (IoT) paradigm plays a significant role in improving smart city tracking applications and real-time city management. Solid waste management, which can have negative influence on health and environment of society, has been an important issue associated to sm"
10.1186/s40537-026-01368-x,EcoDisasterLocNet: a sustainable AI framework for environmentally conscious classification and localization of natural disasters using deep learning,2026-02-25,article,True,gold,0,10,2,0,Akella S Narasimha Raju; S. Sreekanth; Seelam Pranav; Ranjith Kumar Gatla; R. S. V. V. Prasada Rao; Mohammad Alsharef,"Abstract Effective mitigation and response to disasters require fast and accurate classification and localisation of natural disasters. We herein propose EcoDisasterLocNet, a hybrid architecture of Grad-CAM + + and DenseNet-201 that integrates fine-grained and interpretable disas"
10.1186/s40537-026-01464-y,Predicting customer buying habits using convolutional neural network,2026-05-20,article,True,gold,0,10,2,0,Zhuang Lou; Shuai Wang; Xiaoyue Yu; Wei Song,"The key to personalized retail is to accurately predict consumer behavior, but traditional models can be problematic due to the large dimensionality of demographic data and non-linear relationships between demographics and behavior. In this paper, a new deep learning model is sug"
10.1186/s40537-026-01475-9,Machine learning insight in quality control and maintenance management of drilling mud pumps,2026-05-28,article,True,gold,0,8,4,0,Xiaoming Wu; Jingxuan Chang; Chengcheng Long; Hamzeh Ghorbani,"This study proposes a machine learning-based framework for predictive maintenance and quality control of drilling mud pumps, targeting critical operational challenges such as equipment failure, downtime, and high maintenance costs. The methodology involves using a dataset of 820 "
10.1186/s40537-026-01463-z,A real-time multimodal framework for driver behavior recognition using transformer and reinforcement learning,2026-05-29,article,True,gold,0,8,4,0,M.A. Sayedelahl; Ahmed M. Khalil; Mohamed S. Benlamine; Abeer A. Wafa; Osama Abu-Elnasr; Hanan E. Abdelkader,"Abstract Advanced Driver-Assistance Systems (ADAS) and other in-vehicle technologies often fail to capture critical indicators of unsafe driver behavior, such as fatigue, distraction, or emotional states. Conventional approaches rely on a single data modality (e.g., video, audio,"
10.1186/s40537-026-01498-2,Lightweight CNN-Transformer complementary network for large-scale analysis: semantic alignment of heterogeneous multi-modal features,2026-07-10,article,True,gold,0,7,5,0,Lei Shi; Xintong Yan; Jing Chen; Weiyu Ye; Pengfei Zhang; Pengtao Lv,"Abstract Accurate grain quality classification at scale requires models that are simultaneously lightweight and highly discriminative, yet existing approaches struggle to satisfy both constraints. This paper proposes a lightweight complementary network integrating a convolutional"
10.1186/s40537-026-01550-1,Big data-driven pavement condition monitoring and anomaly detection using multi-sensor time series,2026-08-27,article,True,gold,0,5,7,0,Feng Xu; Mohammad Jafar Mokarram; Qin Wang; Shanqun Lu; Xiaoshun Qin; Dejuan Li,"Pavement condition monitoring is essential for road maintenance, but many practical inspection systems still rely on periodic surveys or manual visual checking. Such schemes are difficult to capture short-term pavement changes caused by traffic load, local damage, or environmenta"
10.1186/s40537-025-01196-5,Meta-transformer: leveraging metaheuristic algorithms for agricultural commodity price forecasting,2025-05-31,article,True,gold,21,9,2,0,G. H. Harish Nayak; Md. Wasi Alam; B. Samuel Naik; B S Varshini; G. Avinash; Rajeev Ranjan Kumar,"Predicting agricultural commodity prices is inherently complex due to factors such as perishability, seasonality, and market volatility. To address these challenges, this study proposes a novel framework that combines Transformer models with Metaheuristic Algorithms (MHAs), inclu"
10.1186/s40537-025-01265-9,A deep learning-based framework for large-scale plant disease detection using big data analytics in precision agriculture,2025-08-21,article,True,gold,14,5,6,0,Mahmoud Khaled Elfouly; Amr Abdelaziz; Wael H. Gomaa; Mohammed Abdalla,"Abstract Wheat and corn are essential crops for global food security, but wheat yellow rust and the corn northern leaf spot are significant threats. Proper assessment of the severity of the disease is the key to effective control and minimizing crop loss. Traditional methods don’"
10.1186/s40537-025-01125-6,Enhanced Binary Kepler Optimization Algorithm for effective feature selection of supervised learning classification,2025-04-15,article,True,gold,7,9,2,0,Amr A. Abd El-Mageed; Amr A. Abohany; Khalid M. Hosny,"Abstract This study proposes an Enhanced Binary Kepler Optimization Algorithm (BKOA-MUT) improves feature selection (FS) by integrating Kepler’s planetary motion laws with DE/rand and DE/best Mutation Approach. BKOA-MUT balances exploration and exploitation, effectively guiding s"
10.1186/s40537-025-01248-w,Scalable unsupervised labeling with SHAP feature selection for fraud detection in imbalanced data,2025-10-22,article,True,gold,3,8,3,0,Mary Anne Walauskis; Taghi M. Khoshgoftaar,"Abstract There is a growing need for labeled data, yet manual annotation is costly, error-prone, and often infeasible in privacy-sensitive, highly imbalanced domains such as fraud detection. We introduce a fully unsupervised framework that combines unsupervised SHapley Additive e"
10.1186/s40537-025-01220-8,Inverse link prediction with graph convolutional networks for knowledge-preserving sparsification in cheminformatics,2025-07-17,article,True,gold,2,9,2,0,Elnaz Bangian Tabrizi; Mehrdad Jalali; Mahboobeh Houshmand,"Abstract Large-scale cheminformatics datasets, such as those used in drug discovery and materials science, are often represented as dense similarity graphs; however, their complexity hinders scalable analysis and interpretability. We propose a novel Inverse Link Prediction (ILP) "
10.1186/s40537-026-01378-9,A periodic electric Eel algorithm with predictive trajectory motion for high-dimensional feature selection and early oral cancer classification via novel deep feature fusion,2026-02-24,article,True,gold,1,6,5,0,Ibrahim A. Ibrahim; Mahmoud Abdel-Salam; Mohammad Khishe; Essam H. Houssein,"The proliferation of high-dimensional datasets in genomics, medical imaging, and sensor networks has intensified the demand for sophisticated gene selection methodologies that can simultaneously maximize classification accuracy while achieving aggressive dimensionality reduction."
10.1186/s40537-026-01533-2,Comprehensive benchmarking of machine learning methods for risk prediction modelling from large-scale survival data: a UK Biobank study,2026-08-17,article,True,gold,0,6,5,0,Rafael R. Oexner; R Schmitt; Hyunchan Ahn; S. S. Khawaja; R. A. Shah; A. Zoccarato,"Predictive modelling is vital to guide the prevention of incident disease (e.g., risk-based initiation of preventive pharmacotherapies). Whilst large-scale prospective cohort studies and a diverse toolkit of available machine learning (ML) algorithms have facilitated such surviva"
10.1186/s40537-025-01329-w,DeepSecure: a novel deep learning model for effective detection of attacks on big data in Internet of Urban Things,2025-12-16,article,True,gold,0,8,3,0,Laiba Sabir; Nadeem Javaid; Mariam Akbar; Nabil Alrajeh; Safdar Hussain Bouk; Abdulaziz Aldegheishem,"The Internet of Urban Things (IoUTs) regularly generates large amounts of data, making it a focus of cyberthreats such as denial-of-service attacks and malware bot networks. Traditional intrusion detection systems struggle to detect intricate attack patterns, handle class imbalan"
10.1186/s40537-026-01386-9,Implementation of novel loss and activation function-based deep network in big data analytics for pattern discovery across multiple data sources,2026-03-27,article,True,gold,0,5,6,0,Kotamma Mavuluru; Dr. S. Maruthupermal,"Big data analytics utilizes specialized technologies and advanced analytical methods to manage large, complex datasets and uncover insights, which are inaccessible through traditional processing. A core component of data mining is pattern discovery that identify structures like a"
10.1186/s40537-026-01429-1,"Large language models in NLP: evolution, architectural trends, and open challenges",2026-04-21,article,True,gold,0,10,1,0,Haseeb Javed; Babar Shah; Farman Ali; Daehan Kwak,"The rise of Large Language Models (LLMs) has transformed how Natural Language Processing (NLP) and its subdomains are approached. Recent technological advancements have driven this transformation. This study offers researchers a detailed overview of LLMs, comparing them with trad"
10.1186/s40537-026-01446-0,GastricNet: an efficient and lightweight deep neural network in mobile edge computing for gastrointestinal disease detection,2026-04-24,article,True,gold,0,7,4,0,Sohaib Asif; Rongbiao Ying; Jinjie Qu; Vicky Y. Wang; Jun Yao; Dong Xu,"In the era of artificial intelligence (AI), particularly with the progress in convolutional neural networks (CNNs) and the digital transformation of endoscopic images, computer-aided diagnosis for gastrointestinal diseases has become feasible. However, many existing models exhibi"
10.1186/s40537-026-01527-0,HFL-SkinNet: dermoscopy-based secure multi-class skin disease diagnosis via hybrid semi-supervised FL framework,2026-08-21,article,True,gold,0,9,2,0,Mohd Anul Haq; Rakesh Kumar Mahendran; Arfat Ahmad Khan; Farman Ali; Bhekisipho Twala; Jayadev Gyani,"Skin cancer is a globally prevalent and potentially fatal disease, where early and accurate diagnosis is crucial for improving treatment outcomes. However, traditional centralized deep learning approaches for skin cancer classification pose serious limitations, including risks to"
10.1186/s40537-024-01052-y,Simrec: a similarity measure recommendation system for mixed data clustering algorithms,2025-02-22,article,True,gold,5,9,1,0,Abdoulaye Diop; Nabil El-Malki; Max Chevalier; André Péninou; Geoffrey Roman‐Jimenez; Olivier Teste,"Abstract Clustering algorithms play a pivotal role in data mining, offering powerful tools for uncovering hidden patterns and structures within datasets. These algorithms aim to divide data points into coherent groups based on similarities or dissimilarities, making it easier to "
10.1186/s40537-025-01296-2,"Artificial intelligence advances for cashew fruit maturity and quality detection: a systematic review on models, sensors, and farming applications",2025-11-12,review,True,gold,2,6,4,1,Lindsey Colaco; Pooja Kamat,"Agriculture 4.0 represents the transformation of traditional farming into a data-driven, intelligent system, with fruit cultivation playing an essential part in food security, nutrition, and economic growth. Fruits are a vital part of a healthy diet, offering essential vitamins, "
10.1186/s40537-026-01412-w,A bibliometric analysis of the first decade of the Journal of Big Data,2026-03-22,article,True,gold,1,3,7,0,Mohammad Sadegh Khorshidi; José M. Merigó; Ghassan Beydoun; Borko Furht; Taghi M. Khoshgoftaar,"This study provides a bibliometric overview of the first decade of the Journal of Big Data (JBD) since its launch in 2014. Using bibliographic records for 1,023 articles and reviews indexed in Scopus (2014–2024) and 917 records in Web of Science, the analysis combines performance"
10.1186/s40537-025-01231-5,A novel approach to automating unsupervised estimation of class distribution,2025-10-23,article,True,gold,0,9,1,0,Mary Anne Walauskis; Taghi M. Khoshgoftaar,"Abstract As the amount of unlabeled data has continued to grow and present challenges to machine learning practitioners, the need for unsupervised solutions is more evident than ever. With many unsupervised algorithms available to classify instances, the challenge remains that th"
10.1186/s40537-026-01426-4,MGO-CRNN: a bio-inspired deep learning framework for accurate phonocardiogram classification,2026-04-19,article,True,gold,0,9,1,0,Asmaa Ameen; Ibrahim Eldesouky Fattoh; Tarek Abd El‐Hafeez; Kareem Ahmed,"Abstract Accurate classification of phonocardiogram (PCG) signals is vital for the early detection of cardiovascular diseases (CVDs), a leading cause of global mortality. However, conventional machine learning and deep learning approaches often suffer from suboptimal feature extr"
10.1186/s40537-026-01462-0,Advanced underwater monitoring for environmental protection and resource exploration using deep learning-based hybrid sensor network,2026-06-05,article,True,gold,0,8,2,0,Walaa M. Elsayed,"Abstract The escalating impacts of marine pollution and climate change demand reliable underwater monitoring systems capable of operating under harsh subsea conditions, including high pressure, low visibility, and constrained communication bandwidth. This paper proposes a Hybrid "
10.1186/s40537-026-01489-3,A knowledge graph–driven big data framework for explainable clinical decision support using heterogeneous healthcare data,2026-07-07,article,True,gold,0,2,8,0,Ubaid Ul Rehman; Hufsa Mohsin; Ghulam Mustafa; Saif Ur Rehman Khan; Husnain Rafiq,"Abstract The increasing volume and heterogeneity of healthcare data pose significant challenges for developing reliable and interpretable clinical decision support systems. Conventional machine learning approaches often struggle to integrate structured electronic health records, "
10.1186/s40537-026-01540-3,Graph neural networks for automated conjecture generation in number theory: a novel approach to pattern discovery,2026-08-30,article,True,gold,0,8,2,0,Chunfeng Jiang; Zegang Niu; Jingru Qu; Yulan Zhao,"A structured computational framework for conjecture generation in number theory is presented, in which a sequential pipeline is formally defined from data acquisition to hypothesis construction. In contrast to heuristic driven approaches, the proposed model is based on an explici"
10.1186/s40537-025-01197-4,"A unified IoT architectural model for smart hospitals: enhancing interoperability, security, and efficiency through clinical information systems (CIS)",2025-06-13,article,True,gold,19,1,8,0,Fatemeh Yadegari; Abbas Asosheh,"The integration of Internet of Things (IoT) technologies in healthcare has enabled the development of smart hospitals. However, fragmented infrastructures and inefficiencies but lacks concrete examples (e.g., legacy systems causing data silos). Existing architectures fail to unif"
10.1186/s40537-025-01229-z,"A comprehensive survey on machine learning for workplace injury analysis: risk prediction, return to work strategies, and demographic insights",2025-07-11,article,True,gold,16,8,1,1,G.A. Vivian; Richard A. Bauder; Taghi M. Khoshgoftaar,"This survey paper explores the application of machine learning (ML) techniques in the domain of workplace injuries, focusing on three key areas: risk prediction, return to work (RTW) strategies, and demographic analysis. Through an extensive review of literature from January 2015"
10.1186/s40537-025-01288-2,"Big data analytics in healthcare: current practices, innovations, and future prospects",2025-10-31,article,True,gold,14,4,5,1,Khurram Shahzad; Shakeel Ahmad Khan; Mujahid Latif; Asfa Muhammed Din Javeed; Abid Iqbal,"Healthcare is one of the most important sectors, and the potential for improvement through the application of data and analytics is tremendous. The study aimed to identify the current approaches, innovations, and future directions in the healthcare industry based on big data anal"
10.1186/s40537-025-01113-w,Adaptive Toeplitz convolution- enhanced classifier for anomaly detection in ECG big data,2025-03-05,article,True,gold,4,6,3,0,Lili Wu; Tao Li; Majid Khan Majahar Ali; Chenmin Ni; Yingjie Tian; Xiaojie Zhou,The anomaly detection of electrocardiogram (ECG) data is crucial for identifying deviations from normal heart rhythm patterns and providing timely interventions for high-risk patients. Various autoencoder (AE) models within machine learning (ML) have been proposed for this task. 
10.1186/s40537-025-01330-3,"Meta-analysis of large language models: benchmarking DeepSeek-R1 against ChatGPT, Gemini, Qwen, and LLaMA",2025-12-19,review,True,gold,4,7,2,1,Shafique Ahmed Awan; Muazzam A. Khan; Abdullah Ayub Khan; Anwar Ali Sathio; Jamil Abedalrahim Jamil Alsayaydeh; Rex Bacarra,"The rapid evolution of large language models (LLMs), GPT-4 Turbo, Google Gemini, Qwen, Meta’s LLaMA 3.1, and DeepSeek-R1 has redefined the landscape of artificial intelligence. In the study, we conduct a hybrid meta-analysis integrating publicly available benchmarks, model cards,"
10.1186/s40537-025-01336-x,Guardians of digital safety: benchmarking large language models in the fight against online toxicity,2025-12-13,article,True,gold,2,8,1,0,Nouar AlDahoul; Myles Joshua Toledo Tan; Harishwar Reddy Kasireddy; Yasir Zaki,"Abstract The extensive spread of harmful content, including hate speech, harassment, violent and adult material across online platforms and media channels poses significant challenges and has raised considerable concern within various societal groups. Government bodies, educators"
10.1186/s40537-026-01470-0,Enhancing cloud-based information systems performance in export business: a blockchain-driven model in big data era,2026-07-02,article,True,gold,1,1,8,0,Shuya Zhao; Ali Ehsani; Farzad Bahrami; Nader Naghshbandi; Karlo Abnoosian; 杨昨非,"Cloud computing offers a revolutionary platform that provides scalable, flexible, and affordable information technology (IT) capabilities over the Internet. As a result, many companies have migrated their enterprise systems to cloud environments from the conventional legacy syste"
10.1186/s40537-025-01308-1,λ-CLOVR: looking for a needle in a haystack: a content-based video big data retrieval system in the cloud,2025-11-21,article,True,gold,0,1,8,0,Muhammad Numan Khan; Aftab Alam; Young-Koo Lee,"Abstract The rapid proliferation of video data from various sources underscore the pressing need for effective Content-based Video Retrieval (CBVR) systems. Traditional retrieval methodologies are increasingly inadequate for managing the complexities and scale of video big data, "
10.1186/s40537-025-01183-w,Application of natural language processing techniques to network traffic processing for classification using deep learning models,2025-12-23,article,True,gold,0,8,1,0,Ana M. Maitín; Carlos Arranz-Luque; Emilio Alba; Álvaro J. García-Tejedor,"Background The rapid growth of encrypted network traffic has increased the need for effective and unbiased Network Traffic Classification (NTC). Traditional techniques struggle with encrypted data, limited feature availability, and high traffic volume, reducing their reliability "
